restaurant_name,city,address,latitude,longitude,cuisines,price_level,avg_rating,total_reviews_count,keywords,special_diets,features,atmosphere,keywords_clean,dominant_topic,target,target_pred,probability
Academie de la Biere,Strasbourg,"17 rue Adolphe Seyboth Proche des Ponts Couverts de La Petite France, 67000, Strasbourg France",48.581547,7.739139,"French, Bar, Pub",€€-€€€,4.0,524.0,tarte flambee pizza beer selection light dinner nice atmosphere,Vegetarian Friendly,,4.0,tarte flambee pizza beer selection light dinner nice atmosphere,2,1,1,0.7357398284904284
Comptoir A Huitres,Dieppe,"12 cours de Dakar Quai de Norvege, 76200, Dieppe France",49.921463,1.086414,"French, Seafood, Healthy",€€-€€€,4.5,668.0,huitres tuna guacamole fresh fish seafood,,"Reservations, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,huitres tuna guacamole fresh fish seafood,1,1,1,0.1049947030562236
Books & Coffee,Bordeaux,"26 rue Saint James, 33000, Bordeaux France",44.836018,-0.57138,"French, Cafe, European",€€-€€€,4.5,365.0,brunch cake soups grosse cloche great atmosphere,"Vegetarian Friendly, Vegan Options",,4.0,brunch cake soups grosse cloche great atmosphere,3,1,1,0.3046789008864067
24 Le Restaurant,Paris,"24 rue Jean Mermoz, 75008 Paris France",48.871098,2.311764,"French, European",€€€€,5.0,224.0,tasting menu cheese plate amazing food champs dishes,"Vegetarian Friendly, Gluten Free Options",,,tasting menu cheese plate amazing food champs dishes,4,1,1,1.626463074770538
La Cave au Cassoulet,Toulouse,"54 rue Peyrolieres, 31000, Toulouse France",43.602192,1.440907,French,€€-€€€,4.0,714.0,beans cassoulet duck small place main course,,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,beans cassoulet duck small place main course,4,1,1,2.1225104689384513
Kitchen Terre,Paris,"26 boulevard Saint-Germain, 75005 Paris France",48.849556,2.352606,European,€€€€,4.5,223.0,pasta dishes ze kitchen galerie wonderful meal servings chef,Vegetarian Friendly,,,pasta dishes ze kitchen galerie wonderful meal servings chef,2,1,1,0.24800767968369142
Le Chateaubriand,Paris,"129 avenue Parmentier, 75011 Paris France",48.86938,2.371538,"French, European",€€€€,4.0,982.0,tasting menu fries michelin star chef dishes,,,3.5,tasting menu fries michelin star chef dishes,4,1,1,2.0854646286569323
Jardin de Kashmir Bergerac,Bergerac City,"19 Rue de l’Ancien Pont, 24100 Bergerac City, Bergerac France",44.849773,0.483889,"Indian, Pakistani",€€-€€€,4.5,180.0,curry seekh kebab butter chicken naan breads indian restaurant,"Vegetarian Friendly, Vegan Options","Reservations, Seating, Serves Alcohol, Table Service",,curry seekh kebab butter chicken naan breads indian restaurant,3,1,1,1.567237394955129
La Brocherie,Mandelieu-la-Napoule,"11 avenue Henri Clews Port de Napoule, 06210 Mandelieu-la-Napoule France",43.5262,6.945607,French,€€€€,4.0,992.0,oysters fish plate seafood restaurant excellent fish set menu,,,4.0,oysters fish plate seafood restaurant excellent fish set menu,1,1,0,-0.022954038713527747
Le Signal,Val d'Isere,"This mountain restaurant is situated at the top of the ski lift from Le Fornet., 73150 Val d'Isère France",45.442444,7.017386,French,€€-€€€,4.5,391.0,lunch mountain restaurant sunny day mid morning great restaurant,Vegetarian Friendly,,4.5,lunch mountain restaurant sunny day mid morning great restaurant,0,1,1,1.8629014264760997
Les Rupins,Paris,"35 boulevard de Magenta Angle Boulevard de Magenta et Rue de Nancy, 75010 Paris France",48.871967,2.359744,"Steakhouse, French, International, European, Grill",€€-€€€,4.5,811.0,steak scallops through tripadvisor great parisian food amazing,"Vegetarian Friendly, Vegan Options",,,steak scallops through tripadvisor great parisian food amazing,3,1,1,0.9255851759385763
Le Mekong,Villefranche-sur-Mer,"7 Rue De L’eglise 06230, 06230 Villefranche-sur-Mer France",43.703682,7.311403,"Asian, Vietnamese",€€-€€€,4.5,226.0,steamed dumplings authentic vietnamese food small restaurant been coming here years fresh ingredients,"Vegetarian Friendly, Vegan Options",,4.0,steamed dumplings authentic vietnamese food small restaurant been coming here years fresh ingredients,0,1,1,2.0442327290447153
La Cour D'Eymet,Eymet,"32 boulevard National, 24500 Eymet France",44.66779,0.398878,"French, European",€€€€,4.5,521.0,foie gras sea bass beef amuse bouche set menu,Vegetarian Friendly,,4.5,foie gras sea bass beef amuse bouche set menu,4,1,1,0.07952719838492062
La table du berger,Valmorel,"22 Bourg Morel Restaurant du Bourg, 73260 Valmorel, Les Avanchers-Valmorel France",45.46151,6.443571,"French, European",€€-€€€,4.0,657.0,raclette his lovely wife feel welcome laurent cheese,Vegetarian Friendly,,4.5,raclette his lovely wife feel welcome laurent cheese,3,1,1,0.8396968443951889
Tsaretta,Meribel,"Route des Carons, 73550 Meribel, Les Allues France",45.432,6.55638,"French, Bar, European, Pub",€€-€€€,5.0,94.0,pizza steak les allues great atmosphere live music,"Vegetarian Friendly, Gluten Free Options","Takeout, Television, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",,pizza steak les allues great atmosphere live music,2,1,1,1.0248001301807086
La Chaine d'Or,Strasbourg,"134 Grand rue Assez Proche de la Place Gutenberg, 67000, Strasbourg France",48.581173,7.746106,"French, European",€€-€€€,3.5,980.0,steak carpaccio duck food fantastic pinot noir,,,3.5,steak carpaccio duck food fantastic pinot noir,3,0,1,0.4364808993760749
Milwaukee Cafe,Biarritz,"2 rue du Helder, 64200 Biarritz France",43.481754,-1.559032,"American, Cafe",€€-€€€,4.0,638.0,brunch carrot cake pancakes cupcakes egg sandwich,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.0,brunch carrot cake pancakes cupcakes egg sandwich,5,1,1,0.5163081199108848
Origine par Tomofumi Uchimura,Dijon,"10 Place du President Wilson, 21000, Dijon France",47.31593,5.044214,European,€€€€,4.5,857.0,amuse bouche tasting menu burgundy snails petit fours cheese dish,,,4.0,amuse bouche tasting menu burgundy snails petit fours cheese dish,4,1,1,1.6133177551032176
L'air du temps,Theoule sur Mer,"67 avenue Corniche D Or, 06590 Théoule sur Mer France",43.50145,6.95333,"French, Healthy",€€-€€€,4.0,838.0,welcome addition amazing food lovely atmosphere theoule sur mer view,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.0,welcome addition amazing food lovely atmosphere theoule sur mer view,3,1,1,0.6386449752624764
Fred' Au,Bayeux,"6 – 8, Rue des Teinturiers, 14 400, Bayeux France",49.276943,-0.700033,"Italian, Pizza",€€-€€€,4.5,296.0,lasagna small pizza take out reservation tapestry,"Vegetarian Friendly, Vegan Options",,4.0,lasagna small pizza take out reservation tapestry,0,1,1,1.4275492608678881
La Vigna,Nice,"1 quai des 2 Emmanuel, 06300 Nice France",43.697647,7.286391,"French, Mediterranean, European",€€-€€€,4.5,574.0,duck breast fabulous restaurant lovely meal food amazing wine list,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.0,duck breast fabulous restaurant lovely meal food amazing wine list,2,1,1,2.021448931857346
The Marmot Arms,Tignes,"rue de la Poste Immeuble la Palafour, 73320 Tignes France",45.469036,6.905653,"Bar, British, Pub",€€-€€€,4.5,193.0,burger live music great atmosphere few beers apres ski,Vegetarian Friendly,,4.5,burger live music great atmosphere few beers apres ski,2,1,1,0.9372872831473038
Restaurant La Cascade,Val d'Isere,"Col de l'Iseran, D902 Glacier pissaillas - télésiège cema - télésiège cascade, 73480 Val d'Isère France",45.421898,7.040326,"French, European",€,4.5,134.0,lunch soup pasta self service restaurant sunny day,"Vegetarian Friendly, Vegan Options",,,lunch soup pasta self service restaurant sunny day,2,1,1,0.4729231696177941
Chateau de Gateaux English Tearoom and Restaurant,Saint-Yrieix-la-Perche,"21 av Mal de Lattre de Tassigny St Yrieix La Perche, 87500 Saint-Yrieix-la-Perche France",45.512634,1.204725,"European, British",€€-€€€,4.5,59.0,gateaux clotted cream paninis salad fish chips,"Vegan Options, Vegetarian Friendly",,,gateaux clotted cream paninis salad fish chips,2,1,1,0.46055967887463584
Au Port Du Salut,Paris,"163 rue Saint Jacques, 75005 Paris France",48.8461,2.343011,"French, European",€€-€€€,4.0,629.0,duck risotto boeuf wine list sunday evening,Vegetarian Friendly,,4.5,duck risotto boeuf wine list sunday evening,2,1,1,0.9591238829600942
Lakshmi Bhavan,Paris,"57 rue Rodier, 75009 Paris France",48.88099,2.344207,Indian,€,4.5,254.0,naan korma rice lamb indian restaurant,"Vegetarian Friendly, Vegan Options",,4.0,naan korma rice lamb indian restaurant,3,1,1,0.92935656778798
Le Central,Axat,"Route National, 11140 Axat France",42.804333,2.233574,"French, Bar, European",€,4.0,124.0,lunch burger salad ice cream whole thing,Vegetarian Friendly,,,lunch burger salad ice cream whole thing,0,1,1,0.5671365375105537
Chez Louisette,Saint Ouen,"130 avenue Michelet, 93400 Saint Ouen France",48.903004,2.343881,"French, European",€€-€€€,4.0,281.0,beef bourguignon escargot flea market accordion player great fun,,,4.5,beef bourguignon escargot flea market accordion player great fun,3,1,0,-0.4349570202336116
Le Rocher,Nice,"8 Place Guynemer, 06300 Nice France",43.69396,7.28194,"Seafood, French, European",€,4.5,159.0,moules frites fries carbonara bread old town,,,,moules frites fries carbonara bread old town,5,1,0,-0.7190713443212197
The Smiths Bakery,Paris,"12 rue de Buci, 75006 Paris France",48.853798,2.337192,"French, Cafe, European",€,4.5,234.0,quiche apple crumble small place great lunch slice,"Vegetarian Friendly, Vegan Options","Takeout, Outdoor Seating, Wheelchair Accessible, Seating",3.5,quiche apple crumble small place great lunch slice,5,1,1,1.6749024082234736
Paris Beaubourg,Paris,"23 rue Saint Merri Place Igor Stravinsky, 12 rue Brisemiche, 75004 Paris France",48.859642,2.352122,"Pizza, French, Bar",€€-€€€,3.5,409.0,pizza dorade centre pompidou faubourg brasserie,Vegetarian Friendly,,4.0,pizza dorade centre pompidou faubourg brasserie,5,0,0,-0.3261881096331881
La Cambuse du Saunier,Gruissan,"Route de l'Ayrolle, 11430 Gruissan France",43.096718,3.084936,"Mediterranean, French, Seafood, Healthy",€€-€€€,4.0,1543.0,prawns cakes seafood razor clams cuttlefish,,,4.0,prawns cakes seafood razor clams cuttlefish,5,1,1,0.19107782072390167
Ô Chalet,Morzine,"77 route de la Combe a Zore, 74110, Morzine France",46.18127,6.702252,"French, Bar, Fast food, European, Diner",€,4.5,422.0,curly fries crepes burger wraps kebab,Vegetarian Friendly,,4.5,curly fries crepes burger wraps kebab,0,1,1,0.6356100602448703
Alba,Saint Jean d'Aulps,"2070 route des Grandes Alpes, 74430 Saint Jean d'Aulps France",46.231846,6.65634,British,€€-€€€,4.5,17.0,curry great food st jean stacey chef,,"Reservations, Seating, Table Service",,curry great food st jean stacey chef,3,1,1,0.7569339788073627
L'auberge du vieux Cahors,Cahors,"144 rue Saint Urcisse, 46000, Cahors France",44.44581,1.444903,"French, European",€€-€€€,4.0,520.0,duck old town river friendly service wine,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",3.5,duck old town river friendly service wine,2,1,1,0.24097582558188235
Au 35,Paris,"35 rue Jacob 75006, 75006 Paris France",48.855732,2.333267,"French, European",€€-€€€,4.0,424.0,rack lamb creme brûlée fries last night bistro,"Vegetarian Friendly, Vegan Options",,4.0,rack lamb creme brûlée fries last night bistro,3,1,1,1.3102808097075576
Chez Clarisse,Les Arcs,"1800 Place Haute des Villards Arc, 73700 Les Arcs, Bourg Saint Maurice France",45.573322,6.777072,"French, European",€€-€€€,4.5,581.0,fondue bread enjoyed our meal small restaurant excellent food,Vegetarian Friendly,,4.5,fondue bread enjoyed our meal small restaurant excellent food,3,1,1,2.2543639150162
Au Petit Bistrot,Paris,"89 rue Mouffetard, 75005 Paris France",48.84154,2.349702,"French, European",€€-€€€,4.0,342.0,creme brulee duck steak rue mouffetard fixed price,Vegetarian Friendly,,4.0,creme brulee duck steak rue mouffetard fixed price,5,1,1,0.28864601170322923
La Fleur de Sel,Port-en-Bessin-Huppain,"6 quai Felix Faure, 14520 Port-en-Bessin-Huppain France",49.34814,-0.755294,"French, Seafood",€€-€€€,4.0,1029.0,scallops seafood bread fleur de sel dessert,,,3.5,scallops seafood bread fleur de sel dessert,5,1,1,0.33272539545979307
Le Troquet à Soupes,Cannes,"64 rue Meynadier, 06400 Cannes France",43.551903,7.012809,"French, Mediterranean, European, Healthy, Soups",€,4.5,532.0,soups raclette onion soup apple pie potatoes,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards",,soups raclette onion soup apple pie potatoes,5,1,0,-0.40373800339359944
Le Dôme - Montparnasse,Paris,"108 boulevard du Montparnasse, 75014 Paris France",48.842064,2.32912,"French, Seafood, European",€€€€,4.0,1328.0,bouillabaisse seafood sole plateau de fruits de mer mille feuille,Vegetarian Friendly,"Reservations, Outdoor Seating, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,bouillabaisse seafood sole plateau de fruits de mer mille feuille,5,1,0,-0.042289741923990376
Wok Etoile,Montevrain,"1 boulevard Charles de Gaulle, 77144 Montevrain, Marne-la-Vallee France",48.877552,2.750144,"Chinese, Japanese, Asian",€,4.0,120.0,sushi all you can eat great quality chinese buffet station,Vegetarian Friendly,,,sushi all you can eat great quality chinese buffet station,1,1,0,-1.2704169283291629
Cochon Volant,Bordeaux,"22 Place des Capucins, 33800, Bordeaux France",44.82983,-0.567308,French,€€-€€€,4.0,550.0,foie gras cocotte pork fries nice restaurant,,,3.5,foie gras cocotte pork fries nice restaurant,0,1,0,-0.410861824756236
Le jardin,Monflanquin,"17 Place des Arcades 47150, 47150, Monflanquin France",44.53272,0.768572,"French, European",€€-€€€,4.5,270.0,pudding oysters lamb lovely food square,Vegetarian Friendly,,4.5,pudding oysters lamb lovely food square,1,1,0,-0.8812901076176317
Le Phare,Saint Martin de Re,"4 quai de Bernonville, 17410 Saint Martin de Re, Ile de Re France",46.20535,-1.367386,"Italian, French, European",€€-€€€,3.0,819.0,pasta st martin water s edge nice restaurant havre,,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",3.5,pasta st martin water s edge nice restaurant havre,3,0,1,0.5809150458147808
La Belle Saison,Nice,"17 rue Benoit Bunico, 06300 Nice France",43.697437,7.276902,"French, Mediterranean, Healthy",€€-€€€,5.0,130.0,hummus vegetarian food side street service great old town,"Vegetarian Friendly, Vegan Options",,,hummus vegetarian food side street service great old town,0,1,1,0.7843173248175377
Casablanca Menton,Menton,"1 rue Palmaro, 06500, Menton France",43.775352,7.504186,"African, Moroccan, Mediterranean, Middle Eastern",€€-€€€,4.0,254.0,couscous chicken pastilla panna cotta potatoes,"Vegetarian Friendly, Vegan Options",,3.5,couscous chicken pastilla panna cotta potatoes,0,1,1,1.2580946808232172
U Santa Marina,Porto-Vecchio,"Marina De Santa Giulia, 20137, Porto-Vecchio, Corsica France",41.531025,9.280632,"Seafood, European, Grill, Healthy, Gastropub",€€-€€€,4.5,1231.0,pork chop santa giulia beach restaurant michelin star restaurant corsican wines,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.0,pork chop santa giulia beach restaurant michelin star restaurant corsican wines,0,1,1,0.9863027566790368
L'Ecluse,Villeneuve les Beziers,"16 avenue Pierre Beregovoy, 34420 Villeneuve les Beziers, Beziers France",43.322956,3.264444,"French, Mediterranean, European, Healthy, Gastropub",€€-€€€,4.0,1307.0,canal side great visit half hour car park terrace,Vegetarian Friendly,,4.0,canal side great visit half hour car park terrace,0,1,1,1.1687716532849473
Le Yeti,Les Gets,"3922 route des Chavannes, 74260 Les Gets France",46.149822,6.685673,"Bar, Fast food, European",€,4.0,95.0,sandwiches burger pasta self service meeting place,,"Outdoor Seating, Seating, Serves Alcohol",,sandwiches burger pasta self service meeting place,3,1,0,-0.31269930489274966
Le Bistrot des Vignobles,Saint-Emilion,"20 rue de la Porte Bouqueyre, 33330 Saint-Emilion France",44.89155,-0.155335,"French, European",€€-€€€,4.0,587.0,chicken oysters foie gras beautiful garden cozy restaurant,,,4.0,chicken oysters foie gras beautiful garden cozy restaurant,0,1,1,1.6076419540355547
L'Etape d'Angeline,La Romieu,"6 Place Etienne Bouet, 32480 La Romieu France",43.981937,0.497918,"French, European",€€-€€€,4.5,234.0,salad gambas lovely surroundings cloisters lunchtime,,,4.0,salad gambas lovely surroundings cloisters lunchtime,1,1,1,0.873854332788039
Café la Chaufferie,Paris,"2 boulevard de Denain, 75010 Paris France",48.87878,2.354135,"French, Bar, European",€€-€€€,4.0,377.0,salad french toast lasagna beef gare du,"Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.5,salad french toast lasagna beef gare du,3,1,1,0.6945377117063447
Restaurant JYS,Colmar,"17 rue de la Poissonnerie, 68000, Colmar France",48.075764,7.353186,"Fusion, French, European",€€€€,4.5,1456.0,amuse bouche tasting menu tandoori sauce mignardises foie gras,"Vegan Options, Gluten Free Options",,4.5,amuse bouche tasting menu tandoori sauce mignardises foie gras,4,1,1,1.223035130111052
Les Baux Jus,Les Baux de Provence,"rue de la Calade La Fontaine aux Fees, 13520 Les Baux de Provence France",43.744244,4.794964,"French, Healthy",€€-€€€,4.5,320.0,lunch discovery healthy plate tasty,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,lunch discovery healthy plate tasty,1,1,1,0.43580994808862317
Restaurant La Fee,Les Deux-Alpes,"Station des Deux Alpes Restaurant d'altitude, Les Deux-Alpes France",45.015827,6.164892,"French, European",€€-€€€,4.5,261.0,salad tartiflette red run amazing spot great place lunch,Vegetarian Friendly,,4.5,salad tartiflette red run amazing spot great place lunch,0,1,0,-0.3658303601748615
Chez Ali,Epernay,"27 rue de la Fauvette, 51200, Epernay France",49.04439,3.952055,"African, Moroccan, Mediterranean, Middle Eastern",€€-€€€,4.5,263.0,chicken tagine prunes moroccan food awesome food great atmosphere,"Vegetarian Friendly, Vegan Options, Halal",,4.5,chicken tagine prunes moroccan food awesome food great atmosphere,0,1,1,1.773883873506474
Le Bistronome,Caen,"31 rue des Prairies Saint Gilles, 14000 Caen France",49.183994,-0.356604,"French, European, Healthy",€€-€€€,4.5,1592.0,duck steak scallops chorizo soup nice meal,Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,duck steak scallops chorizo soup nice meal,5,1,1,1.5132565427583677
Le Voltaire,Paris,"27 quai Voltaire, 75007 Paris France",48.859207,2.330295,"French, European",€€€€,4.0,318.0,cheese omelette potato puree turbot tarte tatin pommes frites,"Vegetarian Friendly, Gluten Free Options",,4.0,cheese omelette potato puree turbot tarte tatin pommes frites,5,1,1,1.1302319553897426
Chez Micheline Restaurant,Berny Riviere,"1 rue de Roche, 02290 Berny Riviere, Vic-sur-Aisne France",49.406147,3.150415,French,€€-€€€,4.5,302.0,salmon warm welcome next year looking forward going back rustic charm,Vegetarian Friendly,,4.5,salmon warm welcome next year looking forward going back rustic charm,3,1,1,0.8631574140603921
La Table de Pol,Lorgues,"18 boulevard Clemenceau, 83510 Lorgues France",43.493225,6.361856,"French, Mediterranean, European",€€-€€€,4.0,567.0,friendly service house wine main street ate here wines,Vegetarian Friendly,,4.0,friendly service house wine main street ate here wines,4,1,1,0.8433404580684074
Le Davoli,Bordeaux,"13 rue des Bahutiers, 33000, Bordeaux France",44.83937,-0.570636,"French, European, Gastropub",€€€€,4.5,736.0,tasting menu fine dining casual atmosphere old city set menu,,,4.0,tasting menu fine dining casual atmosphere old city set menu,4,1,1,0.973740714602291
La Route des Epices,Calais,"12 rue Jean de Vienne, 62100, Calais France",50.956234,1.849094,"French, Moroccan, Mediterranean, European, Middle Eastern",€,4.5,232.0,mint tea excellent food were greeted warmly saffron france,"Vegetarian Friendly, Vegan Options",,,mint tea excellent food were greeted warmly saffron france,1,1,1,1.342373181101372
Le Petit Plateau,Paris,"1 quai aux Fleurs, 75004 Paris France",48.852863,2.352328,"French, European",€€-€€€,4.5,60.0,quiche escargot salad near notre dame friendly service,"Vegetarian Friendly, Vegan Options",,,quiche escargot salad near notre dame friendly service,1,1,0,-0.12733335728289463
Les 3 Lunes,Dinan,"22 rue de la Lainerie Place des Cordeliers, 22100, Dinan France",48.4543,-2.044644,"French, European",€€€€,4.5,617.0,guinea fowl i ve eaten wine list lovely meal fine dining,"Vegetarian Friendly, Vegan Options",,4.0,guinea fowl i ve eaten wine list lovely meal fine dining,4,1,1,1.468172340481304
Gueule et Gosier,Sarlat-la-Caneda,"1 rue de la Salamandre, 24200, Sarlat-la-Canéda France",44.88972,1.217322,"French, Healthy, Contemporary, Fusion, Gastropub",€€-€€€,4.5,870.0,pork belly rice pudding creme brûlée melon side street,Vegetarian Friendly,,,pork belly rice pudding creme brûlée melon side street,5,1,0,-0.12579752954154177
L'Hacienda Tex-Mex Pizzeria,Les Menuires,"Immeuble Chaviere, Les Menuires, Les Belleville France",45.32475,6.53886,"Mexican, Pizza",€€-€€€,3.5,274.0,lunch pizza salad ideal families large restaurant,Vegetarian Friendly,,3.5,lunch pizza salad ideal families large restaurant,0,0,1,1.0188413496231767
Le Relais Gascon,Paris,"6 rue des Abbesses Montmartre, 75018 Paris France",48.883987,2.339151,French,€€-€€€,4.5,2159.0,potatoes salad duck steak huge portions,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,3.5,potatoes salad duck steak huge portions,5,1,1,0.7509981999451745
Restaurant Bodega La Plancha,Saint-Jean-de-Luz,"31, Rue Tourasse, 64500 Saint-Jean-de-Luz France",43.38866,-1.663614,"French, Mediterranean, European, Spanish",€€-€€€,4.0,1138.0,coconut ice cream mussels profiteroles rice gateau basque,,,4.0,coconut ice cream mussels profiteroles rice gateau basque,3,1,1,0.38086800545021027
Le Cafe de la Place,St-Paul-de-Vence,"1 Place de Gaulle, 06570 St-Paul-de-Vence France",43.698345,7.121799,"French, Bar, Cafe, European",€€-€€€,3.0,429.0,plat du jour great people watching st court entrance,,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",3.5,plat du jour great people watching st court entrance,2,0,0,-0.44643307008096456
Le Tourne Bride,Sollies-Ville,"Place Jean Aicard, 83210 Sollies-Ville France",43.18239,6.037595,"French, Mediterranean",€€-€€€,4.0,213.0,lovely village trees square meat meal,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,lovely village trees square meat meal,1,1,0,-0.8074052619646604
Le Bistro de L'Hotel,Beaune,"5 rue Samuel Legay, 21200, Beaune France",47.022778,4.839256,"French, European",€€€€,4.0,215.0,bresse chicken mashed potatoes oysters bourgogne salad,,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Wheelchair Accessible",4.0,bresse chicken mashed potatoes oysters bourgogne salad,5,1,1,0.010864250140586451
Le Monge,Beaune,"7 Place Monge, 21200, Beaune France",47.02436,4.838345,French,€€-€€€,4.0,516.0,beef bourguignon place lunch bonne wine starters,Vegetarian Friendly,,,beef bourguignon place lunch bonne wine starters,3,1,1,0.4533195143850222
A modo mio,Paris,"4 rue de Turenne, 75004 Paris France",48.854908,2.363158,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Tuscan, Central-Italian, Southern-Italian",€€-€€€,4.5,238.0,pizza torte italian food nice evening friendly service,Vegetarian Friendly,,,pizza torte italian food nice evening friendly service,3,1,1,0.5452299784398007
L'Ardoise,Chinon,"42 rue Rabelais, 37500, Chinon France",47.165867,0.241625,Healthy,€€-€€€,4.5,814.0,rice main course french bistro menu options france,,,4.0,rice main course french bistro menu options france,4,1,1,1.380879045806831
Chez Peppone,Bordeaux,"Cours Georges Clemenceau, 33000, Bordeaux France",44.843403,-0.579014,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Romana, Lazio, Central-Italian, Southern-Italian",€€-€€€,4.0,1993.0,pizza pasta dishes saltimbocca locals eat here cellar,Vegetarian Friendly,,3.5,pizza pasta dishes saltimbocca locals eat here cellar,0,1,0,-0.4108044345073859
Une Glace a Paris,Paris,"15 rue Ste Croix de la Bretonnerie, 75004 Paris France",48.858135,2.356326,French,€€-€€€,4.0,389.0,ice cream sorbet smoked creaminess mint,,"Delivery, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Accepts Credit Cards",,ice cream sorbet smoked creaminess mint,0,1,1,0.9039043274806783
Le Quarante Neuf,Saint-Vigor-le-Grand,"49 route de Courseulles Bayeux, 14400 Saint-Vigor-le-Grand France",49.283356,-0.683548,French,€€-€€€,5.0,245.0,fixed menu beef glass last night chef,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,fixed menu beef glass last night chef,4,1,1,1.293766088572063
Iséo,La Rochelle,"4 Place de la Chaine, 17000, La Rochelle France",46.156113,-1.154349,"Dining bars, European, International, Fusion",€€-€€€,4.5,3274.0,salmon carpaccio rice moules oysters service excellent,Vegetarian Friendly,,4.0,salmon carpaccio rice moules oysters service excellent,3,1,0,-0.6874436030252858
Chez Paul,Paris,"13 rue de Charonne, 75011 Paris France",48.852856,2.374473,"French, European",€€-€€€,4.0,1747.0,steak lapin potatoes lamb shoulder escargot,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.0,steak lapin potatoes lamb shoulder escargot,2,1,1,0.14527582334403766
Market House Deli,Marne-la-Vallee,"Euro Disney SCA BP 100, Marne-la-Vallee France",48.871716,2.778011,Fast food,€,3.0,178.0,croque monsieur toasties crisps toasted sandwich ate here,Vegetarian Friendly,,4.0,croque monsieur toasties crisps toasted sandwich ate here,3,0,0,-0.010337078075355
La Serrurerie,Poitiers,"28 rue des Grandes Ecoles, 86000, Poitiers France",46.580788,0.340737,"French, European",€€-€€€,3.5,1123.0,brunch rumpsteak paris brest burger tartare,"Vegetarian Friendly, Vegan Options",,4.0,brunch rumpsteak paris brest burger tartare,3,0,0,-0.10067721285848108
L'Alpage de l'Airon,Les Carroz-d'Araches,"Route de Flaine, 74300 Les Carroz-d'Araches France",46.031116,6.681783,"French, European",€€-€€€,4.5,191.0,home made pigs farm hike forms,,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Table Service",4.5,home made pigs farm hike forms,3,1,1,0.8572622074744065
Paradis Thai,Juan-les-Pins,"24 avenue de l Esterel, 06160 Juan-les-Pins, Antibes France",43.56992,7.108228,"Chinese, Asian, Thai",€€-€€€,4.5,247.0,soup chicken paradiso spicy ginger,"Vegetarian Friendly, Vegan Options",,4.0,soup chicken paradiso spicy ginger,3,1,1,1.1061854624782668
Diabolo Fraise,Nabirat,"le Bourg, 24250 Nabirat France",44.75357,1.297773,"French, European",€,5.0,97.0,lunch fruits vegetables many restaurants area including wine coffee fraiche,Vegetarian Friendly,,4.5,lunch fruits vegetables many restaurants area including wine coffee fraiche,4,1,1,0.6398997777769369
Le Chinon,Paris,"49 rue des Abbesses, 75018 Paris France",48.886093,2.335915,"Pizza, Bar, Cafe, European",€€-€€€,3.5,410.0,pizza snails paid euros limited french nice atmosphere,Vegetarian Friendly,,4.0,pizza snails paid euros limited french nice atmosphere,2,0,1,0.48837170320889683
